date,personal_income,disposable_income,real_disposable_income,personal_consumption,personal_saving,saving_rate,compensation,wages_salaries,private_wages,govt_wages,supplements,proprietors_income,farm_income,nonfarm_income,rental_income,interest_income,dividend_income,transfer_receipts,social_security,medicare,medicaid,unemployment,veterans,social_contributions,personal_taxes,population,dpi_per_capita
1978-08-31,1894.2,1658.1,5094.2,1447.0,173.5,10.5,1335.9,1137.0,914.6,222.4,198.8,169.7,20.7,149.0,17.2,238.0,51.8,214.8,208.1,26.0,19.2,9.4,13.6,133.3,236.1,222933.0,7438.0
1978-09-30,1907.5,1668.0,5095.8,1452.9,177.1,10.6,1349.3,1148.4,924.6,223.8,200.9,168.6,20.5,148.1,17.5,240.4,52.5,214.0,207.1,26.3,18.8,8.7,13.2,134.8,239.4,223168.0,7474.0
1978-10-31,1929.7,1685.8,5109.5,1466.9,180.4,10.7,1367.2,1163.7,938.2,225.5,203.5,170.9,18.7,152.2,17.5,242.8,53.0,215.3,208.2,26.6,19.3,8.6,13.3,137.0,243.8,223383.0,7547.0
1978-11-30,1944.0,1697.0,5114.1,1480.6,177.4,10.5,1379.3,1173.7,946.7,226.9,205.7,169.3,19.5,149.8,17.5,245.3,53.5,217.7,210.4,27.0,20.0,8.3,14.1,138.6,247.0,223585.0,7590.0
1978-12-31,1964.2,1713.4,5139.6,1496.5,177.7,10.4,1394.0,1185.8,957.9,228.0,208.2,172.6,20.4,152.2,17.6,247.8,54.2,218.6,211.1,27.3,19.1,8.6,14.3,140.6,250.8,223781.0,7657.0
1979-01-31,1985.6,1734.6,5164.0,1502.4,192.9,11.1,1407.7,1196.3,966.0,230.3,211.4,176.4,23.4,153.0,17.6,250.7,54.6,222.6,214.9,27.6,20.6,9.3,14.4,144.0,251.0,223973.0,7745.0
1979-02-28,2004.1,1750.9,5184.7,1517.8,193.5,11.0,1421.4,1207.5,976.3,231.2,213.9,181.0,23.9,157.1,17.4,253.2,55.5,221.6,213.7,28.0,19.3,9.4,13.9,145.9,253.2,224150.0,7811.0
1979-03-31,2025.9,1769.2,5198.5,1531.2,198.2,11.2,1438.5,1222.0,989.4,232.5,216.5,182.8,24.0,158.8,16.8,255.9,55.9,224.0,216.0,28.4,20.1,9.5,14.3,148.1,256.6,224333.0,7887.0
1979-04-30,2030.6,1773.1,5156.1,1538.4,194.4,11.0,1440.5,1222.4,989.3,233.1,218.0,180.2,21.7,158.4,16.1,258.4,56.4,227.7,219.6,28.8,21.2,9.5,13.7,148.5,257.5,224529.0,7897.0
1979-05-31,2044.6,1783.2,5132.2,1558.8,183.8,10.3,1453.5,1233.2,1000.2,233.0,220.3,178.9,21.9,157.1,15.5,261.5,57.0,228.3,220.1,29.2,21.1,9.4,14.2,150.2,261.4,224734.0,7935.0
1979-06-30,2060.4,1793.3,5118.9,1575.7,176.6,9.8,1470.3,1247.5,1013.1,234.4,222.8,178.4,21.9,156.5,15.3,265.0,57.5,226.2,217.9,29.6,20.0,8.8,13.9,152.2,267.1,224948.0,7972.0
1979-07-31,2091.8,1820.1,5156.2,1586.1,192.3,10.6,1484.6,1259.5,1021.9,237.6,225.1,179.4,22.6,156.8,15.2,267.4,57.8,241.5,233.2,30.1,21.7,9.3,14.2,154.0,271.7,225174.0,8083.0
1979-08-31,2111.2,1836.7,5163.7,1615.6,179.1,9.7,1495.6,1268.4,1028.3,240.1,227.3,181.9,22.3,159.7,15.3,271.9,58.1,243.4,235.1,30.5,20.6,9.8,14.3,155.2,274.5,225419.0,8148.0
1979-09-30,2129.7,1851.4,5159.3,1633.9,174.9,9.4,1509.9,1280.3,1039.8,240.6,229.6,180.9,21.9,159.0,15.6,277.3,58.7,244.0,235.6,31.0,21.0,9.9,13.9,156.9,278.3,225662.0,8204.0
1979-10-31,2147.1,1865.5,5156.6,1641.6,181.1,9.7,1519.9,1288.3,1045.5,242.8,231.7,179.2,22.2,157.0,16.0,283.8,59.5,246.5,238.0,31.5,21.9,10.1,14.2,157.8,281.6,225893.0,8258.0
1979-11-30,2168.9,1883.8,5171.2,1657.3,182.8,9.7,1534.6,1300.5,1056.1,244.5,234.0,177.7,21.0,156.6,16.2,290.7,60.1,249.1,240.6,32.0,22.7,10.5,13.9,159.3,285.1,226120.0,8331.0
1979-12-31,2192.7,1903.8,5182.2,1666.3,192.4,10.1,1550.3,1313.9,1068.2,245.8,236.4,176.5,19.1,157.4,16.1,298.1,60.7,251.9,243.5,32.5,22.5,11.1,15.0,160.9,288.9,226339.0,8411.0
1980-01-31,2218.8,1937.3,5218.8,1697.3,192.0,9.9,1558.9,1321.4,1073.5,247.9,237.6,173.0,15.7,157.3,15.7,310.2,62.1,259.9,251.6,33.1,23.2,11.8,14.6,161.0,281.5,226554.0,8551.0
1980-02-29,2232.6,1948.1,5191.3,1701.4,197.5,10.1,1572.9,1333.2,1083.2,249.9,239.8,167.2,13.3,153.9,15.6,316.6,62.2,260.1,251.9,33.6,25.1,11.8,14.4,162.1,284.6,226753.0,8591.0
1980-03-31,2248.1,1959.7,5159.0,1708.2,201.7,10.3,1588.9,1346.8,1094.1,252.7,242.1,162.5,10.9,151.7,16.0,321.8,63.3,258.2,250.1,34.2,22.0,12.3,14.4,162.8,288.4,226955.0,8635.0
1980-04-30,2257.2,1967.7,5153.4,1695.2,223.5,11.4,1595.0,1351.4,1090.8,260.6,243.6,158.5,3.8,154.7,16.6,324.2,64.3,260.9,252.7,34.7,21.7,14.2,14.5,162.3,289.4,227156.0,8663.0
1980-05-31,2267.7,1975.7,5134.3,1700.1,226.7,11.5,1596.1,1351.0,1091.4,259.6,245.1,159.9,2.3,157.7,17.0,327.7,65.0,264.4,256.1,35.3,21.6,15.7,14.3,162.6,292.0,227387.0,8689.0
1980-06-30,2287.5,1992.4,5145.1,1718.8,224.7,11.3,1606.4,1359.2,1097.7,261.5,247.2,162.5,3.2,159.3,17.7,330.9,65.6,268.3,259.9,35.9,23.3,17.1,14.3,163.8,295.1,227624.0,8753.0
1980-07-31,2322.4,2025.3,5189.8,1747.1,229.9,11.4,1610.5,1361.7,1098.7,263.0,248.8,170.4,9.6,160.8,18.5,328.3,65.1,294.5,285.9,36.4,23.4,19.1,14.4,164.8,297.2,227840.0,8889.0
1980-08-31,2346.7,2044.1,5194.8,1763.8,232.0,11.4,1629.9,1378.5,1114.3,264.3,251.3,172.4,11.8,160.6,19.8,332.5,64.7,294.6,285.9,37.0,23.5,18.1,14.3,167.2,302.5,228070.0,8963.0
1980-09-30,2378.6,2071.7,5216.6,1780.5,242.4,11.7,1645.4,1391.7,1126.2,265.5,253.7,177.4,13.9,163.6,21.3,338.3,64.4,300.6,291.7,37.6,25.7,19.7,14.8,168.8,306.9,228302.0,9074.0
1980-10-31,2418.3,2104.5,5257.1,1817.1,237.0,11.3,1668.4,1411.9,1143.3,268.6,256.4,183.7,17.3,166.4,22.6,350.9,64.4,299.5,290.5,38.2,25.2,18.8,14.6,171.1,313.8,228515.0,9210.0
1980-11-30,2443.9,2124.7,5264.5,1826.8,246.7,11.6,1689.8,1430.8,1159.9,270.9,259.0,184.4,19.0,165.4,23.2,357.4,64.5,297.7,288.4,38.8,24.3,17.5,15.5,173.2,319.2,228696.0,9290.0
1980-12-31,2471.7,2148.2,5288.4,1851.7,244.7,11.4,1704.7,1443.5,1170.4,273.1,261.3,186.9,19.6,167.2,23.6,363.6,64.8,302.8,293.2,39.4,27.3,17.2,15.7,174.7,323.5,228858.0,9386.0
1981-01-31,2487.4,2160.1,5267.1,1870.0,235.0,10.9,1728.2,1458.3,1182.8,275.5,269.9,188.5,17.8,170.7,24.0,366.4,65.4,303.5,293.5,40.1,24.8,17.0,15.4,188.7,327.2,229004.0,9433.0
1981-02-28,2505.5,2175.0,5250.2,1884.2,235.1,10.8,1738.2,1466.3,1189.0,277.3,271.8,187.6,17.5,170.1,24.0,373.1,66.2,306.1,295.7,40.7,26.9,16.1,15.7,189.7,330.5,229148.0,9492.0
1981-03-31,2531.0,2196.1,5264.4,1902.9,236.8,10.8,1752.5,1478.4,1199.2,279.2,274.1,188.5,17.5,170.9,23.9,380.8,66.8,309.8,299.2,41.3,27.8,16.2,15.7,191.2,334.9,229314.0,9577.0
1981-04-30,2537.4,2199.2,5249.0,1904.4,237.6,10.8,1763.7,1487.7,1206.9,280.8,276.1,177.6,17.3,160.3,23.6,388.5,68.0,308.3,297.5,41.9,27.5,15.9,15.6,192.4,338.1,229489.0,9583.0
1981-05-31,2556.4,2213.2,5258.8,1913.8,241.3,10.9,1773.1,1495.2,1212.6,282.5,277.9,176.1,18.0,158.0,23.3,398.1,69.0,310.2,299.2,42.6,28.8,15.3,15.2,193.4,343.2,229668.0,9636.0
1981-06-30,2580.7,2234.0,5287.2,1934.5,240.5,10.8,1787.4,1507.2,1222.7,284.5,280.2,175.5,19.3,156.2,23.1,408.6,69.8,311.3,300.2,43.2,28.1,15.3,15.9,195.0,346.7,229864.0,9719.0
1981-07-31,2635.3,2283.0,5370.5,1942.1,280.3,12.3,1800.7,1518.4,1231.8,286.7,282.3,183.0,23.4,159.7,22.8,426.5,71.0,328.0,316.6,43.8,28.5,15.0,15.7,196.8,352.3,230077.0,9923.0
1981-08-31,2661.8,2303.9,5386.1,1966.6,275.7,12.0,1819.1,1534.4,1245.7,288.7,284.7,183.1,23.7,159.4,23.0,435.7,71.1,328.6,317.1,44.4,28.7,14.6,15.6,198.8,357.9,230300.0,10004.0
1981-09-30,2674.0,2313.6,5376.3,1965.5,285.6,12.3,1825.4,1538.9,1248.4,290.5,286.5,180.7,22.9,157.7,23.5,443.2,71.8,328.9,317.2,45.1,27.8,15.2,15.8,199.5,360.4,230527.0,10036.0
1981-10-31,2675.8,2326.6,5382.3,1963.9,299.3,12.9,1834.8,1546.4,1253.5,292.9,288.4,172.6,18.5,154.1,24.4,443.7,72.3,328.4,316.7,45.7,27.7,15.3,15.5,200.4,349.2,230732.0,10084.0
1981-11-30,2693.3,2340.2,5385.0,1970.6,305.3,13.0,1843.4,1553.1,1258.3,294.8,290.3,172.0,16.8,155.1,24.9,449.7,72.7,332.0,320.1,46.3,28.8,16.4,16.8,201.3,353.1,230906.0,10135.0
1981-12-31,2699.9,2344.2,5377.6,1988.8,290.1,12.4,1843.8,1552.2,1255.5,296.6,291.6,171.0,15.5,155.5,24.9,456.0,72.8,332.8,320.8,46.9,27.5,18.2,16.4,201.3,355.7,231073.0,10145.0
1982-01-31,2709.9,2361.2,5384.7,1997.1,297.1,12.6,1856.3,1561.0,1262.0,299.0,295.2,165.3,15.1,150.1,24.4,462.9,72.6,333.5,321.5,47.6,28.6,17.7,16.3,205.1,348.7,231235.0,10211.0
1982-02-28,2729.5,2374.8,5399.5,2021.2,285.6,12.0,1867.5,1570.2,1269.5,300.7,297.3,166.5,14.3,152.2,23.7,468.9,72.2,337.2,325.2,48.2,29.7,18.8,16.2,206.4,354.7,231392.0,10263.0
1982-03-31,2734.7,2380.6,5398.9,2024.1,287.5,12.1,1870.2,1571.4,1268.8,302.6,298.8,163.8,13.7,150.1,22.6,474.4,72.1,338.2,326.1,48.8,28.2,20.9,16.2,206.6,354.1,231558.0,10281.0
1982-04-30,2755.1,2405.5,5452.7,2026.3,308.8,12.8,1872.6,1572.2,1268.3,303.9,300.4,170.2,13.1,157.1,21.1,482.8,71.6,343.6,331.4,49.5,29.8,23.1,16.1,206.7,349.6,231727.0,10381.0
1982-05-31,2771.4,2409.8,5430.3,2044.5,294.0,12.2,1887.6,1584.8,1279.6,305.2,302.8,169.1,12.8,156.2,20.7,486.3,71.3,344.8,332.5,50.1,29.5,23.9,16.1,208.4,361.6,231901.0,10391.0
1982-06-30,2782.1,2414.1,5400.9,2048.1,293.9,12.2,1892.9,1588.2,1281.2,307.1,304.7,169.0,12.4,156.6,21.4,488.3,71.2,348.2,335.8,50.7,31.2,24.7,16.2,209.0,368.0,232090.0,10402.0
1982-07-31,2798.8,2450.6,5450.4,2072.2,305.5,12.5,1900.2,1593.7,1285.3,308.4,306.5,168.3,12.6,155.7,23.1,485.7,71.9,359.5,347.1,51.3,29.8,25.0,16.2,210.0,348.2,232290.0,10550.0
1982-08-31,2813.0,2462.2,5459.3,2080.1,308.4,12.5,1907.6,1599.1,1289.4,309.8,308.5,171.7,11.9,159.8,24.5,486.2,72.6,361.1,348.6,51.9,30.7,25.5,16.2,210.7,350.8,232496.0,10590.0
1982-09-30,2819.6,2468.2,5457.7,2104.6,289.2,11.7,1906.5,1596.5,1286.1,310.5,309.9,172.1,11.3,160.8,25.5,486.6,73.5,365.9,353.3,52.4,32.0,27.8,16.2,210.3,351.4,232708.0,10607.0
1982-10-31,2833.7,2479.6,5452.2,2125.8,278.5,11.2,1910.7,1599.0,1286.2,312.8,311.7,176.7,13.0,163.8,26.1,485.1,74.8,370.9,358.2,53.0,28.3,31.7,16.1,210.5,354.1,232905.0,10646.0
1982-11-30,2853.2,2497.0,5474.3,2149.3,271.6,10.9,1915.8,1602.1,1287.5,314.6,313.7,178.7,14.9,163.8,26.4,486.1,76.2,381.0,368.4,53.6,31.6,32.2,16.8,210.9,356.2,233077.0,10713.0
1982-12-31,2872.4,2513.0,5500.9,2161.6,274.3,10.9,1928.0,1612.0,1296.0,316.0,316.0,183.0,14.7,168.3,26.4,487.9,77.5,381.8,368.9,54.1,32.4,31.5,16.8,212.2,359.4,233241.0,10774.0
1983-01-31,2882.6,2533.5,5520.0,2174.0,281.8,11.1,1944.9,1621.8,1304.1,317.7,323.1,181.8,9.9,172.0,26.1,492.7,78.5,377.5,364.7,54.6,32.6,29.0,16.6,218.9,349.1,233398.0,10855.0
1983-02-28,2889.6,2538.9,5522.6,2177.0,283.3,11.2,1941.7,1617.3,1298.7,318.6,324.4,185.1,14.6,170.5,25.8,495.6,79.4,380.1,367.4,55.2,33.3,30.2,16.4,218.2,350.7,233543.0,10871.0
1983-03-31,2907.3,2554.4,5549.2,2202.8,272.3,10.7,1955.0,1628.2,1308.5,319.7,326.8,182.9,14.2,168.7,25.4,499.0,80.0,384.6,371.8,55.7,33.7,31.6,17.0,219.6,352.9,233697.0,10930.0
1983-04-30,2922.9,2571.6,5561.3,2226.4,264.8,10.3,1969.5,1640.4,1319.4,321.0,329.2,184.8,9.6,175.2,25.1,499.5,80.4,384.6,371.6,56.3,33.4,30.6,16.4,221.1,351.2,233852.0,10997.0
1983-05-31,2946.1,2584.1,5572.5,2245.9,257.0,9.9,1987.2,1655.5,1332.9,322.6,331.7,182.8,8.5,174.3,24.8,504.3,81.2,388.9,375.8,56.9,33.3,34.3,16.2,223.0,362.1,234020.0,11042.0
1983-06-30,2961.2,2595.8,5576.8,2276.0,237.8,9.2,2002.2,1668.2,1344.0,324.1,334.0,180.3,5.4,174.9,24.4,510.1,81.6,387.2,373.9,57.5,33.5,31.4,16.5,224.7,365.4,234213.0,11083.0
1983-07-31,2986.3,2643.2,5647.0,2304.4,255.6,9.7,2020.3,1683.9,1358.5,325.4,336.4,182.9,1.2,181.7,24.0,520.5,82.6,382.6,369.0,58.1,33.7,24.8,16.4,226.6,343.1,234404.0,11276.0
1983-08-31,2994.7,2649.4,5635.9,2320.4,244.9,9.2,2024.6,1686.6,1360.0,326.6,338.0,180.3,-1.4,181.8,23.7,527.0,83.3,382.9,369.0,58.7,33.9,24.0,16.5,227.1,345.3,234601.0,11293.0
1983-09-30,3025.6,2677.7,5676.2,2334.9,258.0,9.6,2044.0,1703.7,1375.5,328.2,340.3,188.1,0.8,187.4,23.5,533.3,83.9,381.9,367.6,59.3,34.3,21.2,16.4,229.2,347.9,234804.0,11404.0
1983-10-31,3059.6,2706.0,5726.4,2357.6,262.6,9.7,2075.6,1732.1,1402.3,329.7,343.5,188.5,-0.1,188.6,23.5,539.9,84.3,380.9,366.2,59.8,34.5,19.4,16.3,233.0,353.6,234993.0,11515.0
1983-11-30,3088.1,2732.9,5775.0,2366.3,280.1,10.3,2084.1,1738.9,1407.8,331.1,345.1,195.7,4.0,191.7,23.5,545.6,84.4,388.8,373.6,60.4,34.8,20.4,16.4,233.9,355.2,235157.0,11621.0
1983-12-31,3116.8,2758.5,5825.9,2393.6,277.9,10.1,2100.8,1753.6,1421.0,332.6,347.2,201.8,7.4,194.3,23.5,550.9,84.3,391.4,375.6,61.1,35.3,20.0,16.4,235.9,358.2,235310.0,11723.0
1984-01-31,3140.7,2782.7,5851.3,2419.4,276.1,9.9,2129.5,1771.7,1436.5,335.2,357.8,206.3,15.0,191.3,23.6,552.3,83.9,392.9,375.9,61.8,35.5,18.2,16.2,247.8,357.9,235456.0,11818.0
1984-02-29,3179.4,2817.5,5884.8,2403.5,326.2,11.6,2143.6,1783.8,1446.0,337.8,359.8,226.7,20.6,206.1,23.3,557.2,84.8,393.2,375.6,62.5,35.7,17.1,16.4,249.4,361.8,235601.0,11959.0
1984-03-31,3208.7,2844.9,5922.6,2431.6,324.9,11.4,2158.4,1796.5,1456.1,340.4,361.9,232.8,23.0,209.8,22.7,564.7,85.6,395.6,377.4,63.0,35.8,16.4,16.2,251.2,363.7,235757.0,12067.0
1984-04-30,3241.3,2875.0,5962.5,2457.5,327.8,11.4,2183.8,1818.9,1476.3,342.6,365.0,233.0,21.3,211.7,21.8,572.8,86.0,398.1,379.3,63.6,36.0,15.8,16.1,254.3,366.3,235916.0,12187.0
1984-05-31,3252.3,2882.7,5971.0,2474.5,317.6,11.0,2190.1,1823.5,1478.7,344.8,366.5,230.4,21.3,209.1,21.5,581.6,85.8,397.8,378.5,64.1,36.2,16.1,16.4,254.7,369.6,236077.0,12211.0
1984-06-30,3282.4,2906.9,6010.3,2495.6,319.6,11.0,2211.5,1842.0,1495.1,346.9,369.5,231.9,21.2,210.7,21.9,589.7,85.8,398.9,379.2,64.6,36.4,15.1,16.2,257.4,375.5,236254.0,12304.0
1984-07-31,3301.4,2920.9,6017.6,2494.6,333.4,11.4,2228.9,1856.7,1507.3,349.4,372.2,225.0,20.2,204.8,22.8,599.2,85.4,399.3,379.1,65.1,36.6,15.0,16.4,259.2,380.6,236449.0,12353.0
1984-08-31,3333.2,2949.8,6058.5,2512.2,343.9,11.7,2237.7,1863.6,1511.6,351.9,374.2,235.6,20.3,215.2,24.3,608.2,85.0,402.4,381.8,65.6,36.8,15.3,16.5,260.0,383.4,236655.0,12465.0
1984-09-30,3363.3,2974.9,6101.7,2533.8,346.8,11.7,2258.2,1880.9,1526.6,354.3,377.3,236.5,20.7,215.7,26.2,617.3,86.0,401.3,380.4,66.0,37.1,15.1,16.3,262.3,388.4,236868.0,12559.0
1984-10-31,3361.4,2970.8,6079.2,2531.3,344.9,11.6,2263.0,1883.8,1527.5,356.2,379.2,224.6,22.1,202.5,28.6,616.1,86.5,404.9,383.7,66.5,37.3,15.8,16.4,262.4,390.5,237068.0,12532.0
1984-11-30,3383.8,2988.0,6105.7,2571.4,320.6,10.7,2282.5,1900.2,1542.0,358.2,382.3,226.7,22.6,204.1,29.7,615.5,87.1,406.7,385.2,66.9,37.6,15.9,16.1,264.4,395.8,237238.0,12595.0
1984-12-31,3416.4,3014.9,6143.3,2582.6,333.8,11.1,2303.2,1917.5,1557.6,359.8,385.7,229.5,22.9,206.6,29.5,616.4,87.9,416.5,394.9,67.3,37.8,16.0,16.3,266.6,401.5,237392.0,12700.0
1985-01-31,3429.7,3029.1,6141.6,2618.8,308.0,10.2,2307.5,1919.2,1557.4,361.9,388.2,238.9,23.1,215.8,28.0,620.4,89.7,417.9,396.4,67.5,38.1,17.0,16.9,272.7,400.6,237535.0,12752.0
1985-02-28,3448.3,3015.2,6085.2,2640.8,269.6,8.9,2318.9,1927.9,1564.1,363.8,391.0,241.7,22.9,218.8,26.8,624.1,90.5,420.1,397.9,67.9,38.4,16.8,16.6,273.7,433.1,237667.0,12687.0
1985-03-31,3476.5,3013.4,6057.8,2648.5,258.6,8.6,2344.2,1949.3,1583.2,366.1,394.9,241.4,22.4,218.9,25.9,628.3,91.4,422.1,399.9,68.2,38.7,16.9,16.6,276.6,463.1,237816.0,12671.0
1985-04-30,3475.1,3068.4,6159.5,2659.5,301.7,9.8,2345.5,1948.7,1580.1,368.6,396.7,238.5,21.1,217.4,25.2,628.0,92.0,422.3,400.2,68.7,38.9,16.6,16.7,276.2,406.7,237987.0,12893.0
1985-05-31,3490.9,3151.2,6310.8,2696.4,347.0,11.0,2361.6,1961.7,1591.4,370.3,399.8,238.3,20.4,217.9,25.1,628.6,92.8,422.5,400.4,69.1,39.1,16.2,16.6,278.0,339.7,238172.0,13231.0
1985-06-30,3512.8,3093.7,6178.9,2689.4,295.6,9.6,2383.9,1980.4,1608.0,372.4,403.5,238.7,19.8,218.8,25.6,628.6,93.7,423.0,400.8,69.5,39.4,15.0,16.6,280.7,419.1,238368.0,12979.0
1985-07-31,3526.6,3108.2,6192.8,2715.7,282.7,9.1,2388.0,1982.3,1607.0,375.4,405.7,241.3,19.1,222.2,26.7,627.1,94.4,430.0,407.8,69.9,39.8,15.1,16.6,281.0,418.3,238573.0,13028.0
1985-08-31,3538.1,3116.6,6189.0,2752.1,253.4,8.1,2405.7,1996.8,1618.6,378.2,408.9,240.7,19.1,221.6,27.2,626.9,94.9,425.7,403.3,70.3,40.1,14.8,16.4,283.1,421.5,238789.0,13052.0
1985-09-30,3560.4,3135.6,6216.2,2794.7,228.9,7.3,2425.5,2013.1,1632.3,380.8,412.4,240.1,19.6,220.6,27.2,629.4,95.5,428.1,405.7,70.7,40.4,15.1,16.4,285.6,424.7,239006.0,13119.0
1985-10-31,3583.4,3156.8,6247.8,2755.8,288.0,9.1,2439.9,2024.4,1642.6,381.8,415.5,244.7,21.6,223.2,26.6,634.1,96.2,429.4,406.9,71.2,40.7,15.7,16.5,287.5,426.6,239210.0,13197.0
1985-11-30,3599.4,3171.3,6258.1,2771.1,286.2,9.0,2449.8,2031.6,1648.6,383.0,418.3,244.4,21.6,222.8,25.7,640.3,97.1,430.9,408.3,71.6,41.1,15.4,16.3,288.8,428.1,239392.0,13247.0
1985-12-31,3633.5,3201.4,6296.4,2811.3,275.4,8.6,2477.4,2055.1,1671.0,384.1,422.4,243.8,20.9,222.9,24.4,650.4,97.6,432.4,409.7,72.1,41.4,15.8,16.3,292.6,432.1,239558.0,13364.0
1986-01-31,3647.9,3222.4,6308.5,2827.1,279.5,8.7,2477.3,2052.8,1666.9,386.0,424.5,245.1,18.6,226.4,22.8,655.9,100.1,441.4,418.4,72.5,41.8,15.7,16.6,294.7,425.4,239713.0,13443.0
1986-02-28,3665.9,3239.4,6341.7,2820.2,302.7,9.3,2488.5,2061.1,1672.9,388.2,427.3,245.1,18.0,227.1,21.8,662.3,101.9,442.5,419.1,73.0,42.1,15.5,16.5,296.3,426.5,239858.0,13506.0
1986-03-31,3692.4,3265.4,6406.5,2823.6,324.7,9.9,2507.5,2076.6,1687.0,389.6,430.9,246.7,18.1,228.6,21.5,666.9,103.1,445.8,422.2,73.5,42.4,15.6,17.5,299.1,427.0,240011.0,13605.0
1986-04-30,3697.0,3270.9,6430.4,2835.2,318.0,9.7,2505.6,2072.9,1681.3,391.7,432.6,250.6,18.3,232.2,21.8,667.2,104.1,446.6,423.0,74.0,42.8,16.3,16.8,298.8,426.1,240183.0,13618.0
1986-05-31,3707.8,3279.6,6435.8,2857.5,304.2,9.3,2516.2,2080.8,1687.1,393.7,435.3,251.0,19.5,231.6,21.3,665.7,104.6,449.3,425.8,74.5,43.1,16.4,16.6,300.3,428.1,240365.0,13644.0
1986-06-30,3722.7,3288.7,6429.8,2861.7,308.9,9.4,2529.9,2091.6,1696.4,395.2,438.2,253.3,21.2,232.2,20.1,665.0,105.1,451.4,428.0,75.0,43.5,16.5,16.7,302.1,434.0,240555.0,13671.0
1986-07-31,3741.3,3305.9,6461.8,2881.2,306.1,9.3,2540.6,2099.6,1702.7,396.9,441.0,258.5,25.3,233.3,18.2,664.5,104.8,458.4,435.2,75.5,43.8,17.0,16.6,303.7,435.4,240753.0,13731.0
1986-08-31,3753.9,3313.9,6469.4,2898.6,296.6,8.9,2557.2,2113.2,1714.4,398.8,443.9,263.8,26.9,236.9,16.5,663.7,104.3,454.0,431.0,76.0,44.1,16.7,16.2,305.8,439.9,240961.0,13753.0
1986-09-30,3769.6,3326.5,6472.9,2971.8,235.7,7.1,2568.0,2121.6,1719.0,402.6,446.4,270.9,27.7,243.2,15.0,663.0,103.8,455.8,433.0,76.5,44.5,17.1,16.6,306.9,443.1,241171.0,13793.0
1986-10-31,3777.3,3329.0,6466.0,2932.9,275.6,8.3,2589.9,2140.4,1734.7,405.7,449.5,261.3,26.6,234.7,13.7,661.9,102.9,457.1,434.6,77.0,44.8,17.0,16.3,309.5,448.3,241371.0,13792.0
1986-11-30,3790.1,3335.3,6466.7,2928.4,286.4,8.6,2608.0,2155.5,1747.3,408.1,452.5,261.0,26.6,234.4,13.1,660.3,102.0,457.2,435.2,77.6,45.2,16.7,16.2,311.7,454.7,241544.0,13808.0
1986-12-31,3808.6,3343.5,6473.8,2997.1,226.2,6.8,2616.3,2161.7,1751.7,410.0,454.5,270.4,26.7,243.7,13.3,661.1,100.6,459.2,437.7,78.2,45.5,16.9,16.4,312.3,465.1,241702.0,13833.0
1987-01-31,3820.2,3369.8,6494.2,2935.5,315.2,9.4,2627.3,2175.1,1763.1,412.0,452.2,272.3,26.4,245.9,14.3,658.3,100.5,461.3,439.8,79.1,45.9,15.1,16.6,313.7,450.5,241857.0,13933.0
1987-02-28,3845.0,3397.6,6525.0,3001.7,277.2,8.2,2648.6,2193.4,1780.0,413.3,455.2,276.5,27.3,249.2,14.7,658.5,99.1,463.8,442.5,79.7,46.2,15.6,16.5,316.1,447.3,242005.0,14039.0
1987-03-31,3863.8,3409.5,6530.5,3013.3,277.7,8.1,2667.4,2209.5,1794.2,415.3,457.9,277.5,28.1,249.5,14.5,659.7,98.3,464.3,443.2,80.2,46.6,15.6,16.6,317.9,454.4,242166.0,14079.0
1987-04-30,3875.4,3292.2,6282.3,3038.8,134.1,4.1,2674.8,2215.2,1797.2,418.1,459.6,278.8,28.7,250.1,13.8,663.4,97.7,465.2,444.4,80.6,47.0,15.3,16.6,318.3,583.3,242338.0,13585.0
1987-05-31,3908.6,3434.3,6537.0,3048.4,266.6,7.8,2695.3,2232.9,1813.0,419.8,462.4,282.9,29.1,253.8,13.9,666.9,98.5,471.7,451.1,81.1,47.3,14.8,16.5,320.5,474.4,242516.0,14161.0
1987-06-30,3919.7,3442.4,6527.6,3072.8,250.1,7.3,2706.0,2241.6,1819.7,421.9,464.4,285.2,29.3,255.9,14.7,668.5,99.2,467.4,447.1,81.5,47.6,15.2,16.5,321.3,477.4,242706.0,14183.0
1987-07-31,3942.1,3459.9,6545.8,3094.7,244.2,7.1,2717.7,2251.0,1826.9,424.1,466.6,287.3,28.7,258.6,16.2,673.9,100.4,469.1,449.1,81.9,48.0,14.7,16.3,322.4,482.3,242908.0,14243.0
1987-08-31,3978.6,3488.5,6574.0,3130.8,236.5,6.8,2747.9,2277.9,1852.6,425.3,470.1,289.5,28.8,260.7,17.5,678.6,101.9,469.0,449.3,82.3,48.4,14.4,16.6,325.8,490.1,243118.0,14349.0
1987-09-30,3995.6,3501.0,6575.3,3126.5,252.8,7.2,2755.2,2283.5,1857.6,425.8,471.7,291.7,29.1,262.6,18.7,682.8,103.8,469.5,450.0,82.7,48.7,14.2,16.2,326.1,494.6,243335.0,14388.0
1987-10-31,4034.7,3535.7,6619.6,3134.5,279.4,7.9,2783.9,2309.0,1878.0,431.0,474.9,294.2,29.7,264.5,19.7,688.6,105.8,471.8,452.4,83.1,49.1,13.3,16.4,329.1,499.0,243543.0,14518.0
